Name,Location,Specialization,Rating,Availability,9AM,10AM,11AM,12PM,1PM,2PM,3PM,4PM,5PM
Dr. Olivia Evans,San Antonio,Pulmonologist,1,0,0,0,1,0,0,0,1,0,0
Dr. Logan Perez,Phoenix,"Ear, Nose, and Throat (ENT) Specialist",1,0,0,0,1,1,1,0,0,0,1
Dr. William King,Philadelphia,Proctologist,4,1,0,1,0,1,1,1,1,1,0
Dr. Benjamin Miller,Houston,Allergist/Immunologist,5,1,0,1,1,1,0,0,0,1,0
Dr. Harper Evans,Dallas,Infectious Disease Specialist,2,1,1,1,1,1,1,0,0,1,1
Dr. Evelyn Miller,San Diego,Pulmonologist,2,1,0,0,0,0,0,0,1,1,0
Dr. Sophia Harris,Dallas,Pharmacologist,4,0,1,0,0,0,1,0,1,1,0
Dr. Ethan Scott,Philadelphia,Gastroenterologist,1,0,0,1,0,0,0,1,1,1,1
Dr. Emily Thompson,San Diego,Orthopedic Surgeon,2,1,1,0,1,1,1,1,0,1,0
Dr. William Rodriguez,Phoenix,Urologist,1,0,1,1,1,1,0,1,0,1,0
Dr. Olivia Scott,Dallas,Endocrinologist,3,0,1,1,1,0,0,0,1,0,0
Dr. Olivia Phillips,San Diego,Allergist/Immunologist,2,0,1,1,0,1,0,1,0,0,1
Dr. Olivia Gonzales,Philadelphia,Allergist/Immunologist,1,0,1,1,0,0,0,0,1,0,0
Dr. Noah Morris,Phoenix,Pulmonologist,3,1,1,0,1,1,1,1,0,1,0
Dr. Sophia Gonzales,Phoenix,Rheumatologist,3,1,1,1,1,0,0,1,0,0,1
Dr. Harper Hall,San Jose,Rheumatologist,4,0,1,0,0,1,0,1,0,0,1
Dr. Olivia Taylor,New York,Pharmacologist,4,0,1,1,1,0,1,1,1,0,0
Dr. Charlotte Adams,Phoenix,Proctologist,2,1,1,0,0,0,0,1,1,0,0
Dr. William Evans,Chicago,"Ear, Nose, and Throat (ENT) Specialist",4,1,1,0,0,1,1,0,1,0,1
Dr. Ethan Johnson,Dallas,Pulmonologist,4,1,0,0,0,1,0,0,1,1,0
Dr. Olivia Wright,Los Angeles,Gastroenterologist,4,0,1,0,0,0,1,0,0,0,1
Dr. James Lewis,Los Angeles,Urologist,4,1,1,1,0,1,0,0,0,0,1
Dr. Olivia Johnson,Chicago,Pharmacologist,2,1,1,1,1,0,1,1,0,0,1
Dr. Harper Coleman,San Antonio,General Practitioner (GP),4,0,1,0,0,1,1,1,1,1,0
Dr. Jacob Adams,Phoenix,Cardiologist,1,1,0,0,1,1,1,1,1,0,0
Dr. Ava Hill,Philadelphia,Proctologist,5,0,0,1,0,0,0,1,0,0,0
Dr. Elizabeth Phillips,Chicago,Pharmacologist,2,1,1,1,0,1,1,1,0,1,1
Dr. Chloe Cook,Dallas,Rheumatologist,5,1,1,0,0,0,1,1,0,1,1
Dr. Olivia Nelson,San Jose,Neurologist,3,0,0,1,0,1,0,1,1,1,0
Dr. Amelia Jones,Dallas,Cardiologist,4,1,1,0,1,1,0,0,0,1,0
Dr. Sophia Carter,Philadelphia,Rheumatologist,4,1,0,0,0,1,0,0,0,1,1
Dr. Michael Adams,Philadelphia,Gastroenterologist,4,0,0,0,1,0,1,0,0,0,0
Dr. Michael Perez,Phoenix,General Practitioner (GP),2,0,1,0,1,1,0,1,1,0,0
Dr. William Williams,Chicago,Dermatologist,3,0,1,1,0,1,0,0,0,0,1
Dr. Elizabeth Clark,San Jose,"Ear, Nose, and Throat (ENT) Specialist",2,1,1,0,0,1,1,0,1,1,1
Dr. Emily Russell,Los Angeles,Pharmacologist,2,1,0,0,0,0,1,1,1,1,1
Dr. Abigail Jones,Houston,Endocrinologist,5,0,1,1,0,0,1,0,0,0,1
Dr. Ava Wright,Dallas,Proctologist,1,0,1,0,0,1,1,1,1,0,0
Dr. Elijah Coleman,Phoenix,Pulmonologist,4,0,1,0,0,1,1,0,0,1,0
Dr. Evelyn Wilson,Los Angeles,Infectious Disease Specialist,3,1,1,0,0,0,1,1,0,1,0
Dr. Ava Evans,San Antonio,Endocrinologist,4,1,0,1,0,0,0,1,1,1,1
Dr. Ava Wright,Chicago,Pulmonologist,3,1,0,1,1,1,0,1,0,0,0
Dr. Michael Davis,New York,"Ear, Nose, and Throat (ENT) Specialist",1,0,1,1,0,1,0,1,0,0,1
Dr. Charlotte Lee,Houston,Endocrinologist,5,1,1,0,0,1,0,0,0,0,0
Dr. Mia Nelson,San Antonio,Orthopedic Surgeon,2,0,1,0,1,0,0,1,0,1,0
Dr. Charlotte Miller,San Antonio,Pulmonologist,4,0,1,1,1,0,0,1,1,0,1
Dr. Michael Rivera,Houston,Pulmonologist,3,0,0,0,0,1,1,0,0,1,1
Dr. Benjamin Anderson,San Diego,"Ear, Nose, and Throat (ENT) Specialist",1,1,1,1,1,0,1,1,0,0,0
Dr. Abigail Roberts,Philadelphia,General Practitioner (GP),5,1,1,1,0,1,1,0,1,1,0
Dr. Aiden Hill,Dallas,Vascular Surgeon,5,0,1,1,0,1,1,0,1,0,0
Dr. Aiden Brown,Houston,Endocrinologist,1,0,0,1,0,1,1,0,0,0,1
Dr. Daniel Edwards,Dallas,"Ear, Nose, and Throat (ENT) Specialist",4,0,0,0,1,1,1,1,0,0,0
Dr. Emily Mitchell,Philadelphia,Dermatologist,5,0,1,0,1,1,1,0,0,1,0
Dr. Ava Jones,Chicago,Gastroenterologist,4,0,1,0,0,1,0,1,0,0,1
Dr. Ethan Hall,San Antonio,Urologist,4,0,0,1,0,1,0,0,1,1,0
Dr. Ava Roberts,Chicago,"Ear, Nose, and Throat (ENT) Specialist",1,0,1,1,1,1,1,0,1,1,1
Dr. Aiden Wilson,Los Angeles,Neurologist,4,1,0,0,1,0,0,0,1,1,1
Dr. Madison Lewis,San Jose,Urologist,1,0,1,1,1,0,1,1,0,0,1
Dr. Harper Morris,Houston,Allergist/Immunologist,3,0,0,0,0,1,1,0,0,1,1
Dr. James Brown,New York,"Ear, Nose, and Throat (ENT) Specialist",1,0,1,0,1,1,0,0,1,1,0
Dr. Madison Nelson,San Jose,Proctologist,4,1,0,1,1,0,1,1,1,0,1
Dr. Ethan Green,San Antonio,Pharmacologist,3,1,0,0,0,1,1,0,1,0,0
Dr. Michael Russell,San Antonio,Cardiologist,4,1,1,1,0,0,1,0,0,1,1
Dr. Chloe Carter,Houston,Infectious Disease Specialist,2,1,1,0,1,0,0,1,1,0,0
Dr. Olivia Evans,San Jose,Infectious Disease Specialist,2,1,1,1,1,0,0,0,0,1,1
Dr. Madison Rodriguez,Chicago,Cardiologist,5,1,1,1,1,0,0,0,0,0,0
Dr. Ethan Coleman,San Antonio,Pulmonologist,4,1,1,1,0,0,1,0,0,0,1
Dr. Ethan Smith,Philadelphia,Infectious Disease Specialist,5,0,1,1,1,0,0,1,0,1,0
Dr. Benjamin Lewis,Chicago,Pulmonologist,2,1,1,0,0,0,0,0,1,1,0
Dr. Benjamin Davis,Chicago,Infectious Disease Specialist,3,0,0,1,0,0,1,1,0,0,0
Dr. Harper Bailey,Dallas,Pulmonologist,4,1,0,0,0,0,1,1,1,1,1
Dr. Emily Hall,Dallas,Pulmonologist,5,0,1,1,1,1,0,0,1,0,1
Dr. Jacob Green,San Diego,General Practitioner (GP),1,1,0,1,1,1,1,1,1,1,0
Dr. Daniel King,Philadelphia,Infectious Disease Specialist,2,1,1,0,1,0,0,0,1,1,0
Dr. Amelia Lopez,San Diego,Gastroenterologist,3,0,0,1,1,1,1,1,0,0,1
Dr. William King,Phoenix,Orthopedic Surgeon,2,0,1,1,0,0,0,0,1,0,0
Dr. Ethan Perez,San Diego,Allergist/Immunologist,2,1,1,1,1,1,0,1,1,1,0
Dr. Jacob Adams,San Diego,Pharmacologist,2,1,0,0,1,0,0,1,0,1,0
Dr. Elizabeth Baker,Dallas,Proctologist,1,1,0,0,1,0,0,1,0,1,1
Dr. Logan Lee,Chicago,Allergist/Immunologist,3,0,0,1,1,0,0,1,0,0,1
Dr. William Lewis,San Antonio,General Practitioner (GP),2,0,1,0,1,1,1,0,0,0,1
Dr. Harper Hall,San Jose,Gastroenterologist,1,0,1,1,0,1,1,1,0,1,1
Dr. Ethan Green,San Diego,Gastroenterologist,3,1,1,0,0,0,1,0,1,0,1
Dr. Michael Murphy,San Jose,Gastroenterologist,5,0,1,0,1,0,0,1,0,1,1
Dr. Lucas Lee,Dallas,Pharmacologist,2,1,1,1,1,0,0,1,1,0,1
Dr. Mason Phillips,San Antonio,Vascular Surgeon,4,1,1,1,0,1,0,0,1,1,0
Dr. Logan Morris,New York,Infectious Disease Specialist,1,0,0,1,0,1,0,1,0,0,1
Dr. Alexander Baker,Houston,Orthopedic Surgeon,3,0,0,0,1,1,1,1,1,0,1
Dr. Olivia Perez,Phoenix,Pulmonologist,5,1,1,1,0,0,1,0,0,1,0
Dr. Ava Smith,Dallas,Rheumatologist,1,1,1,1,1,1,0,1,1,0,0
Dr. Ethan Phillips,Phoenix,Vascular Surgeon,5,0,0,1,0,0,0,0,0,1,0
Dr. Matthew Gonzalez,Philadelphia,Allergist/Immunologist,2,0,1,0,1,0,1,1,0,0,0
Dr. Elizabeth Jones,New York,Infectious Disease Specialist,1,0,1,1,0,0,0,1,0,1,1
Dr. Isabella Davis,Los Angeles,Dermatologist,5,0,1,0,0,0,0,0,0,1,0
Dr. Ethan Perez,Houston,Vascular Surgeon,2,1,0,0,0,1,0,1,0,0,1
Dr. William Coleman,Los Angeles,Proctologist,4,0,1,0,1,1,1,0,0,1,0
Dr. Aiden Mitchell,Philadelphia,Urologist,3,0,0,0,0,1,1,0,0,0,1
Dr. Mason Brown,San Diego,Dermatologist,2,0,0,1,1,0,0,0,1,1,0
Dr. Abigail Coleman,Los Angeles,Neurologist,3,1,0,1,1,0,1,1,1,1,0
Dr. William White,Phoenix,Pulmonologist,1,0,0,1,1,1,0,0,1,0,0
Dr. William Garcia,Phoenix,Proctologist,4,0,0,0,1,0,0,1,1,1,1
Dr. Harper Harris,Dallas,"Ear, Nose, and Throat (ENT) Specialist",5,1,1,1,0,0,0,0,0,1,0
Dr. Mia Coleman,Phoenix,"Ear, Nose, and Throat (ENT) Specialist",4,1,1,1,0,1,1,0,1,0,0
Dr. Mia Thompson,Los Angeles,Allergist/Immunologist,2,0,1,1,0,1,1,0,1,1,1
Dr. Mason Lee,San Diego,Orthopedic Surgeon,4,1,0,0,0,1,0,1,0,0,1
Dr. Isabella Brown,Houston,Pulmonologist,1,1,1,0,0,0,0,0,0,0,0
Dr. Matthew Evans,Dallas,Orthopedic Surgeon,3,0,1,0,0,1,0,1,1,0,1
Dr. William Hernandez,San Diego,Neurologist,4,1,0,0,0,0,1,1,1,1,1
Dr. Harper Bailey,San Jose,Gastroenterologist,1,1,0,1,0,0,1,0,1,0,0
Dr. Logan Nelson,San Diego,Dermatologist,2,0,1,0,0,1,1,1,1,1,0
Dr. Charlotte Phillips,San Diego,"Ear, Nose, and Throat (ENT) Specialist",3,0,0,0,0,0,1,0,1,1,1
Dr. Aiden Jones,San Antonio,General Practitioner (GP),1,1,1,1,1,1,0,1,0,1,1
Dr. Emily Bailey,New York,Urologist,3,0,0,1,1,1,1,0,1,0,0
Dr. Ethan Mitchell,Phoenix,Cardiologist,5,0,0,1,1,0,1,0,1,1,1
Dr. Mia Roberts,Chicago,Proctologist,3,1,0,0,1,0,1,1,0,1,1
Dr. Isabella Hernandez,San Jose,Vascular Surgeon,1,1,1,1,0,0,1,1,1,0,0
Dr. William Bailey,Chicago,Vascular Surgeon,1,0,1,0,1,0,1,1,0,1,0
Dr. Ethan King,San Antonio,Pulmonologist,1,0,0,1,0,0,1,1,0,0,0
Dr. Emily Wright,Phoenix,Allergist/Immunologist,3,1,0,1,0,0,0,1,0,0,1
Dr. Sophia Lewis,San Diego,General Practitioner (GP),5,1,1,0,0,0,1,0,0,0,0
Dr. Olivia Adams,Houston,Orthopedic Surgeon,5,1,1,1,1,1,0,0,1,0,0
Dr. Jacob Lopez,Dallas,Vascular Surgeon,5,1,1,1,1,0,1,0,1,1,0
Dr. Olivia Morris,San Diego,"Ear, Nose, and Throat (ENT) Specialist",5,1,1,0,1,1,0,0,1,0,0
Dr. Alexander Williams,New York,Endocrinologist,2,1,1,0,0,1,0,1,1,1,1
Dr. Emily Lewis,San Antonio,Gastroenterologist,2,1,1,1,1,0,1,0,1,0,1
Dr. Olivia Williams,Chicago,Urologist,4,0,0,1,0,1,0,0,1,0,1
Dr. James Phillips,San Diego,Allergist/Immunologist,3,1,0,0,0,0,0,1,1,1,1
Dr. Matthew Nelson,San Jose,Proctologist,5,0,1,1,1,0,0,0,0,0,1
Dr. Alexander King,San Antonio,Gastroenterologist,2,0,1,1,1,1,0,1,0,0,1
Dr. Ava Hernandez,Los Angeles,Gastroenterologist,3,1,0,1,1,0,1,1,1,0,1
Dr. Madison Anderson,San Jose,Rheumatologist,4,1,1,1,0,1,0,1,1,0,0
Dr. Benjamin Anderson,Phoenix,Cardiologist,5,1,0,1,1,0,1,1,0,1,1
Dr. Madison Johnson,Dallas,"Ear, Nose, and Throat (ENT) Specialist",2,1,1,1,0,1,0,1,1,0,0
Dr. Mia Lewis,San Jose,Cardiologist,5,1,1,1,0,1,0,0,0,0,0
Dr. Abigail Russell,San Jose,Cardiologist,2,1,0,1,0,1,1,0,0,0,1
Dr. Charlotte Green,Phoenix,General Practitioner (GP),4,0,0,0,1,0,1,1,1,0,0
Dr. Elizabeth Taylor,Phoenix,Cardiologist,1,1,0,0,1,1,1,0,1,1,1
Dr. Ava Green,Dallas,Urologist,5,0,0,0,1,1,0,1,0,0,1
Dr. Sophia Wright,Dallas,Rheumatologist,3,0,1,0,1,1,1,1,0,1,1
Dr. Isabella Johnson,San Diego,Orthopedic Surgeon,3,1,1,1,1,1,0,0,1,1,1
Dr. Madison Gonzales,Dallas,Allergist/Immunologist,1,1,0,1,1,0,1,1,1,1,1
Dr. Olivia Coleman,San Antonio,Infectious Disease Specialist,3,0,0,1,0,1,1,0,1,0,1
Dr. Mia Martinez,New York,Dermatologist,5,1,0,1,0,0,1,0,0,0,1
Dr. Emily Murphy,Houston,Neurologist,4,1,1,0,0,1,0,1,0,0,0
Dr. Harper Lopez,New York,General Practitioner (GP),2,0,0,1,1,0,1,1,1,1,1
Dr. James Bailey,Dallas,General Practitioner (GP),3,0,1,1,0,1,0,0,1,1,0
Dr. Daniel Edwards,Chicago,Neurologist,3,1,1,1,1,0,0,1,0,1,0
Dr. Matthew Wilson,Phoenix,General Practitioner (GP),3,1,1,1,1,0,1,0,1,1,1
Dr. Harper Hall,San Antonio,Vascular Surgeon,3,0,0,1,1,0,1,0,1,1,1
Dr. Michael Coleman,New York,General Practitioner (GP),5,1,1,1,0,1,1,1,1,1,1
Dr. Lucas Martinez,Phoenix,Infectious Disease Specialist,3,0,0,0,1,1,1,0,1,0,0
Dr. Sophia Jones,Philadelphia,Neurologist,5,0,0,1,1,0,1,1,0,1,0
Dr. Matthew Davis,Chicago,Vascular Surgeon,2,1,1,0,1,1,1,0,1,1,1
Dr. Daniel Hill,Houston,Pharmacologist,5,1,0,0,1,1,0,0,1,0,0
Dr. Mason Edwards,New York,Vascular Surgeon,5,0,0,0,1,1,0,1,0,1,1
Dr. Elijah Scott,San Antonio,"Ear, Nose, and Throat (ENT) Specialist",2,0,0,0,1,0,0,1,1,1,0
Dr. Daniel Gonzales,Phoenix,Pharmacologist,5,0,1,0,1,0,1,0,1,1,1
Dr. Jacob Garcia,Houston,Allergist/Immunologist,4,0,1,1,1,0,1,0,1,1,1
Dr. Emily Taylor,New York,Orthopedic Surgeon,3,1,0,1,0,0,0,1,1,0,1
Dr. Mia Lopez,Philadelphia,Cardiologist,4,1,0,1,0,0,0,0,1,0,1
Dr. Elijah King,Houston,Endocrinologist,2,1,1,0,1,0,0,1,0,1,1
Dr. Michael Adams,Phoenix,Allergist/Immunologist,1,0,0,1,0,1,1,1,0,0,1
Dr. Mia Thompson,San Jose,Orthopedic Surgeon,4,0,0,1,1,0,1,1,1,1,1
Dr. Alexander Hall,New York,Endocrinologist,1,0,1,0,1,0,0,1,1,0,1
Dr. Jacob Wright,San Antonio,Urologist,3,1,0,0,1,0,1,0,0,1,0
Dr. William Anderson,Phoenix,Cardiologist,5,1,0,0,0,0,1,0,1,1,1
Dr. Sophia Hall,San Antonio,Vascular Surgeon,3,0,0,1,1,1,1,1,1,1,1
Dr. Benjamin Roberts,San Diego,Pharmacologist,5,0,1,1,0,1,0,0,1,0,1
Dr. Ethan Stewart,San Antonio,Urologist,5,1,1,1,1,1,0,0,1,1,1
Dr. Emily Johnson,San Jose,Allergist/Immunologist,1,1,0,1,0,1,0,0,0,1,1
Dr. William Perez,Philadelphia,General Practitioner (GP),5,1,0,0,1,0,0,1,0,1,0
Dr. Olivia Harris,Houston,Gastroenterologist,1,0,1,1,1,1,1,1,1,1,0
Dr. Ava Stewart,Phoenix,Pulmonologist,2,1,0,0,0,0,1,0,1,1,1
Dr. Logan Wilson,San Diego,Allergist/Immunologist,3,0,1,0,0,0,1,0,1,0,0
Dr. Isabella Hall,San Diego,Proctologist,2,1,0,0,1,0,1,1,1,0,0
Dr. Chloe Jones,Los Angeles,Orthopedic Surgeon,2,1,0,0,0,0,0,1,0,0,1
Dr. William Rodriguez,Dallas,Cardiologist,3,0,1,1,1,0,0,0,0,0,0
Dr. Mason Wilson,Dallas,Rheumatologist,4,0,1,0,1,1,1,1,0,1,1
Dr. William Lee,Chicago,General Practitioner (GP),1,0,0,1,0,0,0,0,0,0,1
Dr. Ava Murphy,San Antonio,Infectious Disease Specialist,4,0,0,1,1,0,0,1,1,1,0
Dr. Daniel Edwards,Philadelphia,General Practitioner (GP),1,1,1,1,0,0,1,0,1,0,0
Dr. William Edwards,Phoenix,Neurologist,4,0,1,1,0,1,1,0,1,0,0
Dr. Charlotte Hall,San Antonio,Neurologist,3,1,0,1,0,0,1,0,0,1,1
Dr. Ethan Wilson,Phoenix,Cardiologist,5,1,0,1,0,0,0,1,1,1,0
Dr. Matthew Martinez,Dallas,Orthopedic Surgeon,3,0,1,1,1,1,1,0,1,0,1
Dr. Sophia Rodriguez,Los Angeles,Vascular Surgeon,2,0,0,1,1,0,1,1,0,0,1
Dr. Evelyn Clark,New York,Cardiologist,3,0,1,1,0,0,1,1,0,1,0
Dr. Logan Hall,New York,Infectious Disease Specialist,5,0,0,0,1,1,0,0,0,0,1
Dr. Ava Green,Houston,Gastroenterologist,5,1,1,1,0,1,0,0,1,0,1
Dr. Lucas Phillips,Los Angeles,Urologist,3,1,0,1,0,1,0,1,1,1,0
Dr. Ava Phillips,Philadelphia,Rheumatologist,3,1,1,1,0,1,1,1,0,1,1
Dr. Harper Nelson,Houston,Rheumatologist,3,0,0,1,0,1,0,1,0,0,1
Dr. William Murphy,Dallas,Neurologist,4,1,1,1,1,0,1,1,0,0,0
Dr. Emily Rodriguez,San Antonio,Pulmonologist,1,0,1,1,0,0,0,0,0,1,0
Dr. Sophia Moore,San Diego,Urologist,4,0,1,0,1,0,0,0,1,0,0
Dr. Isabella Garcia,San Jose,"Ear, Nose, and Throat (ENT) Specialist",3,1,0,1,1,1,0,1,0,0,1
Dr. Elizabeth Baker,San Jose,Urologist,5,1,1,1,1,0,0,0,0,1,0
Dr. Ethan Harris,Philadelphia,Vascular Surgeon,1,1,0,0,1,1,0,0,1,1,0
Dr. Harper Phillips,New York,Infectious Disease Specialist,5,1,1,0,1,0,1,0,0,1,1
Dr. Aiden Davis,Phoenix,Dermatologist,3,1,0,0,0,0,0,1,1,1,0
Dr. Olivia Murphy,New York,Rheumatologist,2,1,1,1,0,1,0,0,0,0,0
Dr. William Baker,Houston,Pharmacologist,3,0,0,0,1,0,1,0,0,0,1
Dr. Sophia Evans,San Antonio,Orthopedic Surgeon,5,1,0,0,0,0,1,0,1,1,0
Dr. Sophia Wilson,Chicago,Orthopedic Surgeon,5,1,0,0,0,1,1,1,0,1,0
Dr. Aiden Coleman,Phoenix,Urologist,5,0,1,1,0,0,1,1,1,0,0
Dr. Evelyn Stewart,San Diego,Pulmonologist,4,0,0,0,0,0,0,1,0,0,0
Dr. Benjamin Morris,San Jose,Neurologist,3,0,0,0,1,1,1,1,1,1,1
Dr. Benjamin Lopez,Houston,Gastroenterologist,1,0,0,0,0,1,0,1,0,0,0
Dr. Jacob Russell,Houston,Neurologist,1,1,1,1,0,0,1,0,1,0,1
Dr. Sophia Adams,Dallas,Allergist/Immunologist,2,1,1,0,0,1,0,1,0,0,1
Dr. Benjamin Harris,Houston,Endocrinologist,1,1,0,0,0,1,1,1,0,1,1
Dr. Lucas Hall,San Jose,Neurologist,4,0,1,0,0,0,0,0,0,0,1
Dr. Olivia Martinez,San Jose,Proctologist,1,0,1,1,1,0,1,1,1,0,1
Dr. Mia Carter,Chicago,Endocrinologist,3,0,1,1,0,1,0,0,0,1,1
Dr. Elijah Gonzalez,Dallas,Gastroenterologist,2,0,1,1,1,0,1,1,0,1,0
Dr. Noah Rodriguez,San Diego,Rheumatologist,1,1,0,1,0,0,1,1,0,1,0
Dr. William Russell,Philadelphia,Dermatologist,2,1,0,0,0,0,1,1,0,0,1
Dr. Noah Smith,Los Angeles,Proctologist,5,1,1,0,1,0,0,0,0,1,1
Dr. Sophia Miller,Chicago,"Ear, Nose, and Throat (ENT) Specialist",4,1,1,0,0,0,1,0,0,1,1
Dr. Charlotte Miller,San Jose,Cardiologist,4,0,0,0,0,0,1,0,1,1,0
Dr. Isabella Garcia,San Antonio,Vascular Surgeon,1,1,0,1,0,1,0,1,0,0,1
Dr. Mia Nelson,Dallas,Proctologist,1,1,1,0,0,1,1,1,0,0,0
Dr. Madison Gonzalez,New York,Neurologist,5,0,0,0,0,0,0,1,1,1,1
Dr. Elijah Russell,Phoenix,Cardiologist,5,1,0,0,1,0,0,1,1,1,0
Dr. Evelyn Stewart,San Antonio,Vascular Surgeon,1,0,0,1,0,1,0,1,0,1,1
Dr. Abigail Davis,San Diego,General Practitioner (GP),2,0,0,1,1,1,0,0,0,0,0
Dr. Benjamin Clark,Philadelphia,Endocrinologist,1,1,1,0,1,0,0,0,1,1,1
Dr. Benjamin Cook,San Jose,Gastroenterologist,4,1,0,0,1,1,1,1,0,1,1
Dr. Michael Russell,Houston,General Practitioner (GP),5,0,1,1,1,0,0,0,0,1,0
Dr. William Clark,Houston,Cardiologist,4,0,1,1,0,1,0,1,0,1,0
Dr. James Mitchell,San Antonio,Cardiologist,4,1,0,1,1,0,1,0,0,0,0
Dr. Lucas Russell,Los Angeles,Dermatologist,5,0,1,1,0,0,0,0,0,1,1
Dr. Michael Bailey,San Diego,Gastroenterologist,2,0,0,0,1,0,0,0,1,0,1
Dr. Ava Martinez,Houston,"Ear, Nose, and Throat (ENT) Specialist",2,0,1,1,0,1,0,1,0,1,0
Dr. Isabella Hall,San Antonio,Neurologist,4,1,0,0,0,1,1,1,1,0,1
Dr. Logan Green,San Jose,General Practitioner (GP),3,0,0,0,0,1,0,1,1,0,1
Dr. Sophia Evans,Phoenix,Neurologist,1,0,0,0,0,0,0,1,0,1,0
Dr. Sophia Carter,Philadelphia,Endocrinologist,2,0,1,0,1,1,0,0,1,0,1
Dr. Abigail Lee,New York,Rheumatologist,4,1,1,0,1,0,0,1,1,1,1
Dr. Emily Hall,Houston,Cardiologist,2,0,0,1,1,0,0,1,1,0,0
Dr. James Mitchell,San Diego,Pulmonologist,4,1,0,1,0,1,0,1,1,0,1
Dr. Benjamin Stewart,Los Angeles,Rheumatologist,3,0,1,1,1,1,0,0,0,1,0
Dr. Emily Gonzalez,Phoenix,Pulmonologist,1,0,0,1,0,0,0,0,0,1,1
Dr. Sophia Wright,New York,Dermatologist,1,1,1,0,1,0,1,1,0,1,0
Dr. Aiden Smith,Dallas,Orthopedic Surgeon,2,0,0,0,0,0,0,0,0,1,1
Dr. Aiden Evans,Houston,Cardiologist,1,1,0,0,1,1,1,0,0,1,1
Dr. Olivia White,Dallas,Cardiologist,1,1,1,1,1,0,1,1,1,0,0
Dr. Ethan Phillips,San Jose,Pulmonologist,1,1,1,0,1,1,1,1,0,1,0
Dr. Mia Rodriguez,Philadelphia,Dermatologist,2,1,1,1,0,0,0,1,0,0,1
Dr. Jacob Martinez,New York,Rheumatologist,4,0,0,0,1,1,1,1,1,1,1
