Name,Location,Specialization,Rating,Availability,9AM,10AM,11AM,12PM,1PM,2PM,3PM,4PM,5PM
Dr. Aiden Roberts,New York,Cardiologist,1,0,0,1,0,1,0,1,0,0,1
Dr. Evelyn Coleman,San Antonio,"Ear, Nose, and Throat (ENT) Specialist",4,1,0,1,0,1,1,1,0,1,0
Dr. Ava Perez,Los Angeles,Dermatologist,1,1,1,1,0,1,1,1,0,0,1
Dr. Ethan Edwards,Los Angeles,Infectious Disease Specialist,4,0,0,1,1,0,1,1,1,0,0
Dr. William Cook,Los Angeles,Pulmonologist,5,0,1,0,1,1,0,0,1,1,1
Dr. Ethan Lewis,Houston,Pulmonologist,1,0,0,1,1,1,0,0,1,1,0
Dr. Ethan Gonzales,New York,"Ear, Nose, and Throat (ENT) Specialist",2,0,1,1,0,1,1,1,1,1,1
Dr. Ava Moore,Philadelphia,Infectious Disease Specialist,1,1,0,1,0,0,1,1,0,1,0
Dr. Ethan Murphy,San Antonio,Neurologist,5,1,0,1,1,1,0,1,1,0,0
Dr. Michael Rivera,Chicago,Infectious Disease Specialist,5,0,0,1,0,0,1,0,0,0,0
Dr. Emily Edwards,Dallas,Allergist/Immunologist,4,1,0,1,0,0,1,1,1,1,1
Dr. Jacob Morris,Chicago,Cardiologist,1,1,1,0,1,1,0,1,1,1,1
Dr. William Lopez,Chicago,Rheumatologist,3,1,1,0,0,1,0,0,0,0,0
Dr. Harper Clark,San Antonio,Allergist/Immunologist,1,1,1,0,0,0,1,0,1,1,1
Dr. Jacob Bailey,Phoenix,Cardiologist,1,0,1,1,1,1,1,1,0,1,0
Dr. Harper King,Dallas,Infectious Disease Specialist,4,1,1,0,1,1,0,1,1,0,1
Dr. Logan King,Houston,Endocrinologist,5,1,0,1,1,0,0,0,1,0,1
Dr. Abigail Lopez,New York,Pharmacologist,5,0,1,0,1,1,1,0,0,1,0
Dr. Charlotte Edwards,Los Angeles,Cardiologist,5,1,0,0,0,0,0,1,1,1,1
Dr. Benjamin Hall,San Jose,General Practitioner (GP),2,0,0,0,0,0,0,0,1,0,0
Dr. Aiden Clark,Los Angeles,Pulmonologist,3,1,1,1,0,1,0,1,1,1,1
Dr. Michael Lopez,New York,Proctologist,2,1,1,0,0,1,1,1,1,0,0
Dr. Ethan Hall,New York,General Practitioner (GP),5,0,1,1,0,1,0,1,1,0,1
Dr. Ava Williams,Philadelphia,Infectious Disease Specialist,3,1,1,1,0,1,1,1,1,0,0
Dr. Daniel Nelson,San Antonio,Endocrinologist,5,0,0,0,1,1,0,1,1,0,0
Dr. Benjamin Roberts,San Jose,Orthopedic Surgeon,2,1,1,0,1,1,1,0,1,0,0
Dr. Jacob Phillips,Houston,Infectious Disease Specialist,1,1,0,0,1,1,0,1,1,0,0
Dr. Harper Hill,San Jose,Dermatologist,2,1,1,1,0,0,0,0,0,1,1
Dr. Mason Lee,San Antonio,Vascular Surgeon,3,1,0,0,0,1,0,0,1,0,0
Dr. Jacob Lopez,New York,"Ear, Nose, and Throat (ENT) Specialist",4,1,0,1,0,0,1,1,0,1,1
Dr. Ethan Hall,Chicago,Rheumatologist,5,0,0,1,0,1,0,0,0,1,0
Dr. Ethan Baker,Dallas,Pulmonologist,1,0,0,1,1,0,0,1,1,0,1
Dr. Ava Evans,Philadelphia,Allergist/Immunologist,5,0,0,1,0,0,0,1,1,1,0
Dr. Benjamin Scott,Chicago,Rheumatologist,5,1,1,1,0,0,0,1,1,0,1
Dr. Harper Moore,Chicago,Cardiologist,1,1,0,0,0,0,1,1,0,0,1
Dr. Mia Clark,Philadelphia,Urologist,3,0,0,1,0,0,0,1,0,1,1
Dr. Harper Rivera,Los Angeles,Proctologist,4,1,1,0,0,0,0,0,1,0,1
Dr. Charlotte Cook,Houston,General Practitioner (GP),4,1,0,0,1,0,1,1,0,1,0
Dr. Michael Brown,Dallas,Gastroenterologist,2,1,0,0,1,0,0,0,1,0,0
Dr. Elijah King,New York,General Practitioner (GP),1,0,1,0,0,1,1,0,0,1,1
Dr. James Taylor,Dallas,Allergist/Immunologist,3,0,1,1,1,0,0,1,1,0,1
Dr. Benjamin Moore,Dallas,Infectious Disease Specialist,2,1,0,0,0,0,0,0,1,1,1
Dr. Mason Thompson,Los Angeles,Infectious Disease Specialist,5,0,1,1,1,1,1,1,0,1,0
Dr. Elijah Thompson,San Diego,Gastroenterologist,1,0,0,1,1,1,0,1,0,0,0
Dr. Noah Gonzales,San Jose,"Ear, Nose, and Throat (ENT) Specialist",2,1,0,1,1,0,0,0,0,1,1
Dr. Harper Gonzalez,San Antonio,Dermatologist,1,0,1,1,0,0,1,1,1,0,0
Dr. Aiden Nelson,Chicago,General Practitioner (GP),1,1,1,0,1,1,1,0,1,1,0
Dr. Ethan Scott,San Diego,Cardiologist,1,1,1,1,1,0,1,0,1,1,0
Dr. Isabella Davis,San Jose,Urologist,3,1,1,1,0,0,1,0,0,1,1
Dr. Sophia Roberts,New York,Urologist,3,1,1,1,0,0,0,0,1,1,1
Dr. Evelyn Wilson,Philadelphia,Neurologist,4,0,1,0,0,1,1,0,1,1,1
Dr. Isabella Jones,Houston,Proctologist,2,0,1,0,0,0,1,0,1,1,0
Dr. Olivia Davis,San Antonio,Allergist/Immunologist,2,0,0,1,1,0,1,1,1,0,1
Dr. Olivia White,New York,Dermatologist,4,0,1,1,0,1,1,1,1,0,0
Dr. Olivia Wright,Phoenix,General Practitioner (GP),1,1,1,1,0,1,0,0,1,0,0
Dr. Isabella Scott,Los Angeles,Infectious Disease Specialist,5,1,0,0,1,1,1,1,1,0,1
Dr. Sophia Lewis,San Antonio,Proctologist,3,0,0,1,1,0,1,1,1,1,0
Dr. Harper Smith,San Diego,Proctologist,1,0,0,1,1,0,0,1,1,1,1
Dr. Amelia Stewart,Philadelphia,Orthopedic Surgeon,3,0,0,0,0,1,0,1,1,1,1
Dr. Ethan Williams,New York,Orthopedic Surgeon,4,0,0,0,1,0,1,0,0,0,1
Dr. Logan Lee,San Jose,Urologist,3,1,1,0,0,0,0,1,0,1,1
Dr. Elijah Roberts,Los Angeles,General Practitioner (GP),4,1,0,0,1,0,0,1,1,0,1
Dr. Ava Miller,Los Angeles,General Practitioner (GP),4,1,1,0,1,1,0,1,1,1,1
Dr. Harper Taylor,New York,Cardiologist,3,0,1,0,1,1,0,0,1,0,1
Dr. William White,New York,Vascular Surgeon,5,1,0,0,1,0,0,0,1,1,0
Dr. Ava Phillips,Houston,Infectious Disease Specialist,4,0,1,1,0,0,0,0,0,0,0
Dr. Ethan Thompson,Philadelphia,Proctologist,2,0,1,0,1,0,0,0,1,0,1
Dr. Harper Smith,San Antonio,Rheumatologist,1,1,1,0,0,0,1,0,1,0,0
Dr. Mia Cook,Philadelphia,Pulmonologist,5,0,1,0,1,0,1,0,1,0,0
Dr. Michael Gonzalez,Los Angeles,Neurologist,4,0,0,0,1,1,1,0,1,0,0
Dr. Harper Gonzalez,San Antonio,Orthopedic Surgeon,3,1,0,1,1,0,1,1,1,1,1
Dr. Benjamin Anderson,San Diego,Pulmonologist,5,1,0,0,0,0,1,1,1,0,1
Dr. Benjamin Miller,San Jose,Pharmacologist,1,1,0,0,0,0,1,1,0,0,1
Dr. Sophia Moore,San Diego,Allergist/Immunologist,2,0,0,1,1,0,1,0,1,1,1
Dr. Madison Nelson,Dallas,Rheumatologist,1,0,1,0,1,0,0,1,1,1,0
Dr. Harper Murphy,Dallas,General Practitioner (GP),5,1,1,1,1,0,1,0,0,0,0
Dr. Ava Scott,Chicago,Dermatologist,1,1,0,0,1,1,1,1,1,0,1
Dr. Isabella Cook,San Diego,Rheumatologist,2,0,1,1,0,1,1,1,0,0,0
Dr. Elijah Brown,Dallas,Gastroenterologist,5,0,1,0,0,0,1,1,0,1,1
Dr. Isabella Hill,San Jose,Orthopedic Surgeon,1,0,0,1,1,1,1,0,0,0,0
Dr. Sophia White,Los Angeles,Gastroenterologist,3,0,1,1,1,1,1,0,0,0,1
Dr. Mia Johnson,San Antonio,Rheumatologist,1,0,0,1,0,1,1,0,0,1,0
Dr. Mason Hernandez,San Antonio,Infectious Disease Specialist,2,0,1,1,0,1,1,1,0,0,0
Dr. Lucas Bailey,New York,Dermatologist,2,1,0,0,0,1,0,0,1,0,1
Dr. Harper Murphy,San Diego,"Ear, Nose, and Throat (ENT) Specialist",5,1,1,0,0,1,1,0,1,0,0
Dr. Mason King,Houston,Cardiologist,4,1,1,0,0,1,1,1,0,0,1
Dr. Benjamin King,Phoenix,"Ear, Nose, and Throat (ENT) Specialist",4,0,0,1,1,0,1,1,0,0,0
Dr. Ava Smith,Philadelphia,"Ear, Nose, and Throat (ENT) Specialist",3,1,0,0,1,1,0,0,0,0,0
Dr. Mason Thompson,San Antonio,Pharmacologist,1,0,0,1,1,0,1,0,1,0,1
Dr. Sophia Morris,Houston,Urologist,2,0,0,0,1,1,0,1,1,0,1
Dr. Mia Bailey,San Antonio,Proctologist,1,0,0,0,1,1,1,0,1,1,0
Dr. Ava White,San Jose,Gastroenterologist,2,1,1,1,0,0,1,0,0,1,0
Dr. Michael Russell,Philadelphia,General Practitioner (GP),2,1,1,0,1,0,1,0,1,1,0
Dr. Olivia White,San Jose,Endocrinologist,5,1,1,1,0,0,0,1,0,0,1
Dr. Aiden Gonzalez,Los Angeles,Pulmonologist,5,1,1,1,1,0,0,0,0,0,1
Dr. Emily Gonzales,San Diego,Neurologist,5,1,0,0,0,1,1,0,1,1,0
Dr. Olivia Bailey,Philadelphia,Vascular Surgeon,5,1,0,1,0,0,1,1,1,0,0
Dr. Emily Rivera,San Jose,Cardiologist,2,0,1,1,1,0,1,1,0,1,1
Dr. Sophia Taylor,Chicago,Endocrinologist,3,0,1,1,1,1,1,1,0,1,0
Dr. Emily Russell,San Antonio,Rheumatologist,5,1,0,0,1,1,1,1,1,1,0
Dr. Aiden Hall,Dallas,Pulmonologist,5,1,1,1,1,1,1,1,0,1,1
Dr. Jacob Adams,San Jose,Vascular Surgeon,1,1,0,1,0,1,0,1,0,0,1
Dr. Michael Morris,San Diego,Rheumatologist,4,0,0,1,1,0,0,1,0,0,1
Dr. Jacob Moore,San Diego,General Practitioner (GP),5,0,0,1,1,1,0,1,1,0,1
Dr. Mia White,New York,Neurologist,1,0,0,1,1,1,0,0,0,0,0
Dr. William Jones,Houston,Dermatologist,2,1,0,0,1,1,0,1,0,1,0
Dr. Jacob Williams,San Antonio,Allergist/Immunologist,4,1,1,0,0,1,1,1,1,1,1
Dr. Isabella Bailey,Phoenix,Cardiologist,2,0,1,1,1,0,1,1,0,0,1
Dr. Logan Lewis,New York,Gastroenterologist,1,1,0,0,0,0,1,0,0,1,1
Dr. Ava Adams,San Antonio,Proctologist,1,0,0,0,1,1,1,0,0,0,1
Dr. Aiden Gonzalez,Los Angeles,Pulmonologist,4,1,0,0,1,0,0,1,0,0,0
Dr. Isabella White,San Antonio,General Practitioner (GP),3,0,1,1,1,1,1,1,0,0,1
Dr. Mia Hernandez,Houston,Endocrinologist,5,1,1,1,0,1,0,1,0,1,1
Dr. Mia Bailey,San Antonio,Dermatologist,1,0,0,0,0,0,1,0,0,0,1
Dr. Daniel Adams,Chicago,"Ear, Nose, and Throat (ENT) Specialist",4,0,0,0,1,0,0,1,1,1,1
Dr. Olivia Garcia,Los Angeles,Orthopedic Surgeon,3,1,1,0,1,1,1,0,1,1,0
Dr. Emily Morris,Philadelphia,Gastroenterologist,3,1,1,1,1,1,1,0,0,0,0
Dr. Mason Baker,San Diego,Cardiologist,1,0,0,1,1,1,1,0,1,0,1
Dr. Mia Green,Los Angeles,Vascular Surgeon,4,1,0,1,1,1,0,0,0,0,0
Dr. Daniel Wright,San Jose,Infectious Disease Specialist,2,0,1,1,1,1,0,1,1,1,1
Dr. Michael Williams,Chicago,Dermatologist,3,0,0,1,1,0,0,0,1,1,0
Dr. Logan Miller,Houston,Pulmonologist,4,1,0,1,1,1,1,0,1,1,0
Dr. Olivia Roberts,Dallas,Vascular Surgeon,1,0,0,0,0,0,0,0,0,1,1
Dr. Mia Lopez,Los Angeles,Endocrinologist,5,1,0,1,0,0,0,1,1,0,1
Dr. Harper Murphy,Chicago,Proctologist,1,1,1,1,0,1,0,0,0,0,0
Dr. Jacob Hernandez,Chicago,Dermatologist,4,1,0,1,0,1,1,0,1,1,1
Dr. Jacob Harris,San Diego,Cardiologist,2,1,0,1,1,0,1,1,1,1,1
Dr. James Scott,San Antonio,Vascular Surgeon,2,0,0,0,1,1,1,0,1,1,0
Dr. Matthew Lee,Philadelphia,Allergist/Immunologist,2,0,0,0,0,1,1,0,1,1,0
Dr. Elizabeth Jones,San Antonio,Endocrinologist,2,0,1,1,1,1,0,0,1,1,0
Dr. Isabella Morris,Phoenix,Urologist,1,0,0,0,1,1,0,0,1,0,0
Dr. Michael Bailey,San Diego,Infectious Disease Specialist,3,1,0,1,1,0,1,1,1,1,1
Dr. Benjamin Thompson,San Jose,Endocrinologist,3,1,1,0,0,1,1,1,1,1,0
Dr. Ethan Gonzalez,New York,Pharmacologist,1,1,1,0,1,1,1,0,0,0,0
Dr. Sophia Scott,Dallas,Dermatologist,2,1,1,1,0,1,1,1,0,0,0
Dr. Ethan Lee,San Jose,Endocrinologist,4,0,0,1,1,1,0,1,0,1,0
Dr. William Wright,New York,Orthopedic Surgeon,4,0,0,0,1,1,0,0,0,1,1
Dr. Isabella Gonzales,Houston,Gastroenterologist,2,0,0,1,1,1,1,1,1,0,1
Dr. Emily Miller,Houston,Endocrinologist,1,1,0,1,0,1,0,1,0,1,0
Dr. Ethan Scott,San Antonio,General Practitioner (GP),1,0,0,1,0,1,1,1,0,0,0
Dr. Alexander Morris,San Jose,Neurologist,4,0,1,0,1,1,1,0,0,0,1
Dr. Ava Rivera,Dallas,Gastroenterologist,4,1,0,0,1,0,1,1,1,0,0
Dr. Emily Hernandez,San Diego,Rheumatologist,1,0,1,0,0,1,1,0,1,0,0
Dr. Mason Miller,San Antonio,General Practitioner (GP),2,0,1,1,0,1,1,1,1,0,1
Dr. Olivia Evans,Philadelphia,Rheumatologist,4,1,0,1,0,0,0,0,1,1,0
Dr. Noah Wilson,Houston,Dermatologist,5,0,1,0,0,0,1,0,0,0,0
Dr. Mason Bailey,San Antonio,Pharmacologist,1,1,0,0,1,0,0,0,1,0,1
Dr. Jacob Morris,Phoenix,Endocrinologist,2,0,0,1,1,0,1,1,0,1,0
Dr. Harper Hernandez,Los Angeles,General Practitioner (GP),4,0,1,0,1,0,0,1,0,1,0
Dr. Aiden Carter,Philadelphia,Endocrinologist,5,1,0,1,0,1,0,1,0,0,0
Dr. Charlotte Brown,Los Angeles,Vascular Surgeon,2,1,0,0,1,1,1,0,0,1,1
Dr. Madison Williams,Dallas,Gastroenterologist,4,1,0,1,0,0,0,1,1,0,1
Dr. Logan Green,Chicago,Pulmonologist,5,0,1,0,0,1,1,0,0,1,1
Dr. Mason Russell,Phoenix,Pulmonologist,5,0,0,1,1,0,0,1,0,0,0
Dr. Mia Stewart,Chicago,Endocrinologist,2,1,1,1,0,1,0,0,0,1,0
Dr. Jacob Jones,Phoenix,Dermatologist,3,1,1,1,0,0,1,0,1,1,0
Dr. Matthew Wilson,San Antonio,Infectious Disease Specialist,2,0,1,1,1,1,0,0,0,0,1
Dr. Sophia Carter,Dallas,Endocrinologist,2,1,1,0,0,1,1,0,1,1,1
Dr. Olivia Lopez,San Antonio,Pulmonologist,4,1,0,1,0,1,1,0,1,1,1
Dr. Benjamin Scott,San Diego,Endocrinologist,4,0,1,0,0,1,0,0,1,0,1
Dr. Michael Johnson,San Jose,Pharmacologist,3,1,0,1,1,0,1,0,0,0,1
Dr. Ava Baker,Philadelphia,Cardiologist,5,1,0,0,0,1,0,0,1,1,0
Dr. Ethan Davis,Dallas,Dermatologist,2,1,1,1,0,0,1,1,1,1,0
Dr. Isabella White,San Diego,Vascular Surgeon,4,1,0,0,1,0,0,1,0,1,1
Dr. Emily Miller,Houston,Dermatologist,4,0,0,0,0,0,0,0,0,0,0
Dr. Mia Edwards,San Antonio,Pulmonologist,2,0,0,0,1,0,1,1,1,1,1
Dr. Harper Jones,Chicago,Dermatologist,2,1,0,1,1,0,0,0,1,0,1
Dr. William Wright,Los Angeles,Neurologist,5,0,0,0,1,1,1,0,1,0,0
Dr. Sophia White,Philadelphia,Pharmacologist,2,0,0,1,1,1,0,1,0,1,0
Dr. Jacob Bailey,San Diego,Pharmacologist,5,0,0,1,0,0,1,0,0,0,0
Dr. Lucas Davis,Dallas,Gastroenterologist,1,0,1,1,1,1,0,1,0,0,0
Dr. Ava Harris,Philadelphia,Vascular Surgeon,4,0,1,0,1,1,0,0,1,0,0
Dr. Harper Morris,San Antonio,Pharmacologist,5,1,1,1,0,1,0,0,0,1,1
Dr. Emily Johnson,Philadelphia,Rheumatologist,5,1,1,1,1,1,0,0,0,0,1
Dr. Emily Lewis,San Jose,Proctologist,4,0,0,0,1,0,0,0,0,0,0
Dr. Harper Johnson,San Diego,Allergist/Immunologist,1,1,1,0,1,1,0,0,1,0,0
Dr. Emily Nelson,Philadelphia,Urologist,2,0,1,1,1,0,1,1,1,0,1
Dr. Jacob Lee,Phoenix,Infectious Disease Specialist,4,0,0,1,1,1,1,1,0,1,0
Dr. Harper Lee,Los Angeles,General Practitioner (GP),3,0,1,1,0,1,0,0,1,1,1
Dr. Olivia Coleman,San Antonio,Infectious Disease Specialist,2,0,0,0,0,0,0,1,1,0,0
Dr. Amelia Russell,San Diego,Pharmacologist,5,1,1,1,0,1,0,1,1,0,1
Dr. Noah Adams,San Diego,Urologist,4,0,0,0,0,1,1,1,0,0,1
Dr. Daniel Taylor,New York,Vascular Surgeon,3,0,1,1,1,1,1,1,0,0,0
Dr. Mason Brown,San Diego,Gastroenterologist,4,0,1,1,0,1,1,1,0,0,0
Dr. Michael Davis,New York,Urologist,2,1,0,1,0,0,1,1,0,0,0
Dr. Daniel Wright,Los Angeles,General Practitioner (GP),2,0,0,0,0,1,0,0,1,1,1
Dr. Charlotte Moore,Chicago,Gastroenterologist,3,1,0,1,1,1,1,1,0,0,1
Dr. Matthew Thompson,New York,Cardiologist,1,0,1,0,1,0,1,0,1,1,0
Dr. Isabella Hall,San Jose,Allergist/Immunologist,3,0,1,0,0,0,1,0,0,0,0
Dr. Michael Harris,New York,Pulmonologist,3,0,1,1,0,1,0,0,0,1,1
Dr. Mason Rivera,San Jose,"Ear, Nose, and Throat (ENT) Specialist",4,0,1,1,0,1,1,1,0,1,0
Dr. Jacob Hill,San Diego,Pharmacologist,5,0,1,1,0,0,1,1,0,1,1
Dr. Noah Garcia,San Antonio,Pharmacologist,4,0,1,0,0,0,1,0,1,1,0
Dr. Harper Lee,New York,Gastroenterologist,2,0,1,1,0,0,1,1,1,0,0
Dr. Evelyn Thompson,New York,Endocrinologist,1,0,0,0,0,1,1,1,1,0,1
Dr. Alexander Evans,Philadelphia,Gastroenterologist,1,0,1,0,1,1,1,0,1,1,0
Dr. Ethan Roberts,San Diego,Allergist/Immunologist,1,0,1,0,1,0,0,1,1,1,0
Dr. Michael Nelson,Houston,Neurologist,3,1,1,0,1,1,1,0,1,0,1
Dr. William Taylor,Philadelphia,Urologist,5,1,0,1,1,0,0,1,0,0,1
Dr. Chloe Lewis,Chicago,Cardiologist,1,1,1,0,1,1,0,1,0,1,0
Dr. Benjamin Bailey,San Antonio,Urologist,4,1,0,0,1,1,0,0,0,0,1
Dr. James Adams,Philadelphia,Allergist/Immunologist,1,0,1,1,0,1,0,1,1,0,1
Dr. Madison Phillips,San Diego,Endocrinologist,1,1,0,0,0,1,0,0,0,1,1
Dr. Charlotte Morris,Philadelphia,Neurologist,2,0,0,1,0,1,1,0,1,0,0
Dr. Harper Wilson,San Jose,Cardiologist,5,1,1,1,0,1,1,1,0,0,1
Dr. Isabella Rodriguez,Dallas,Proctologist,4,0,1,0,0,1,0,0,0,0,0
Dr. Benjamin Harris,San Diego,Urologist,2,0,0,1,0,1,0,1,1,0,0
Dr. Daniel Harris,San Antonio,"Ear, Nose, and Throat (ENT) Specialist",5,0,1,0,1,0,1,0,1,1,1
Dr. Charlotte Phillips,San Antonio,Rheumatologist,1,0,1,1,1,1,0,0,1,0,1
Dr. Emily Lewis,Dallas,Neurologist,5,1,0,1,0,1,0,1,0,1,1
Dr. Jacob Bailey,Philadelphia,Pharmacologist,1,0,0,1,0,0,1,1,1,1,1
Dr. Michael Phillips,Houston,Infectious Disease Specialist,3,1,0,0,0,0,1,1,1,0,0
Dr. Evelyn Gonzalez,San Jose,Cardiologist,3,0,0,1,0,1,1,1,0,1,1
Dr. Olivia Stewart,Los Angeles,Proctologist,1,1,1,0,1,1,0,0,0,1,0
Dr. Isabella King,Philadelphia,Proctologist,2,0,0,1,1,0,1,0,1,1,0
Dr. Mason Miller,Chicago,Neurologist,1,0,1,1,1,1,1,1,0,1,0
Dr. Abigail Green,Phoenix,Gastroenterologist,1,0,1,0,0,1,0,1,0,0,0
Dr. Jacob Moore,Los Angeles,Pulmonologist,5,0,1,1,1,1,1,1,1,1,0
Dr. Mason Perez,Chicago,Neurologist,2,0,1,0,1,0,1,1,0,0,1
Dr. Abigail Wright,Dallas,Dermatologist,2,1,0,1,1,1,1,1,1,0,0
Dr. Emily Mitchell,Los Angeles,Orthopedic Surgeon,1,1,0,1,1,1,1,0,1,0,0
Dr. Benjamin Phillips,San Antonio,Neurologist,2,0,0,0,0,1,0,1,0,0,1
Dr. Ava Perez,Los Angeles,Vascular Surgeon,3,0,0,1,1,1,1,0,1,0,0
Dr. Benjamin Smith,Houston,Rheumatologist,2,0,1,1,1,1,0,0,0,1,0
Dr. Mason Scott,New York,Endocrinologist,1,0,0,0,1,0,0,1,1,1,0
Dr. Olivia White,Houston,Gastroenterologist,3,1,0,0,0,0,0,1,1,1,1
Dr. Michael Scott,Dallas,Allergist/Immunologist,2,1,1,0,0,1,1,1,1,1,0
Dr. Emily Cook,Philadelphia,Cardiologist,2,1,0,0,0,0,1,1,1,1,1
Dr. Amelia Brown,Chicago,Endocrinologist,2,0,0,0,0,1,0,0,0,0,1
Dr. Emily Harris,Philadelphia,Neurologist,4,0,0,0,1,0,0,1,0,0,0
Dr. Olivia Carter,Phoenix,Cardiologist,3,1,1,0,0,0,0,1,0,1,0
Dr. William Scott,Philadelphia,Cardiologist,1,0,1,0,0,0,1,1,1,0,1
Dr. Ava Lopez,Chicago,Gastroenterologist,5,1,1,0,0,0,1,1,0,0,1
Dr. Isabella Wilson,Philadelphia,General Practitioner (GP),2,0,0,0,1,0,0,1,0,1,0
Dr. Sophia Garcia,Chicago,Vascular Surgeon,5,1,0,1,0,0,1,0,1,1,1
Dr. Logan Baker,Chicago,Proctologist,1,0,0,0,0,1,0,1,0,1,1
Dr. Michael Clark,Philadelphia,Orthopedic Surgeon,3,1,1,0,1,1,1,1,1,1,1
Dr. Jacob Miller,San Antonio,General Practitioner (GP),1,1,1,1,1,1,1,0,0,1,0
Dr. Abigail Anderson,New York,Cardiologist,5,0,0,1,0,1,0,1,1,0,1
Dr. Ethan Bailey,Phoenix,Urologist,3,1,1,0,1,1,0,0,0,0,0
Dr. James Roberts,Los Angeles,Vascular Surgeon,5,0,0,0,0,1,1,0,1,0,1
Dr. Ethan Nelson,Los Angeles,Allergist/Immunologist,4,0,0,0,0,1,1,0,0,1,0
Dr. Chloe Smith,Philadelphia,Proctologist,5,1,1,0,1,1,1,0,1,0,1
Dr. Amelia Harris,Los Angeles,Proctologist,1,1,0,1,0,0,1,1,1,1,1
Dr. William Hill,Philadelphia,Urologist,5,1,0,0,0,1,1,0,0,0,1
Dr. Ava Taylor,San Diego,General Practitioner (GP),5,0,0,0,0,1,0,1,1,0,1
Dr. Harper Scott,Phoenix,Allergist/Immunologist,5,1,1,1,0,1,1,0,0,0,0
Dr. Madison Lee,Chicago,Endocrinologist,3,1,1,1,0,0,0,1,0,0,1
Dr. Isabella Garcia,San Antonio,Endocrinologist,5,1,0,1,1,1,1,1,0,0,0
Dr. Chloe Hill,Dallas,Allergist/Immunologist,4,0,1,1,0,0,0,1,0,0,1
Dr. Ethan Mitchell,Dallas,Dermatologist,2,1,1,1,1,0,1,0,1,0,0
Dr. Michael Hall,Houston,Rheumatologist,3,0,1,1,0,0,1,0,0,0,1
Dr. Harper Coleman,New York,Cardiologist,1,0,0,0,0,0,1,1,0,0,0
